event_id,original_timestamp,reward_timestamp,delay_days,immediate_reward,delayed_converted,delayed_reward,total_reward,reward_type
1841,2024-04-02T19:26:00,2024-04-05T19:26:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1845,2024-04-02T14:45:00,2024-04-06T14:45:00,4,-0.01,0,0.0,-0.01,no_additional_reward
1849,2024-04-02T20:34:00,2024-04-08T20:34:00,6,1.0,0,0.0,1.0,no_additional_reward
1851,2024-04-02T14:16:00,2024-04-04T14:16:00,2,-0.01,0,0.0,-0.01,no_additional_reward
1896,2024-04-04T15:35:00,2024-04-10T15:35:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1919,2024-04-05T14:30:00,2024-04-10T14:30:00,5,-0.01,0,0.0,-0.01,no_additional_reward
1956,2024-04-07T15:12:00,2024-04-10T15:12:00,3,-0.01,0,0.0,-0.01,no_additional_reward
2015,2024-04-10T12:22:00,2024-04-11T12:22:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2062,2024-04-13T17:26:00,2024-04-18T17:26:00,5,-0.01,0,0.0,-0.01,no_additional_reward
2075,2024-04-13T13:55:00,2024-04-20T13:55:00,7,-0.01,1,1.0,0.99,delayed_conversion
2140,2024-04-16T12:50:00,2024-04-19T12:50:00,3,-0.01,0,0.0,-0.01,no_additional_reward
2141,2024-04-17T08:42:00,2024-04-24T08:42:00,7,-0.01,1,1.0,0.99,delayed_conversion
2181,2024-04-19T08:07:00,2024-04-24T08:07:00,5,-0.01,0,0.0,-0.01,no_additional_reward
2187,2024-04-19T18:27:00,2024-04-25T18:27:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2256,2024-04-22T16:18:00,2024-04-28T16:18:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2259,2024-04-22T18:12:00,2024-04-28T18:12:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2260,2024-04-22T19:11:00,2024-04-23T19:11:00,1,1.0,0,0.0,1.0,no_additional_reward
2262,2024-04-23T10:46:00,2024-04-29T10:46:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2279,2024-04-23T13:58:00,2024-04-26T13:58:00,3,-0.01,0,0.0,-0.01,no_additional_reward
2281,2024-04-24T12:58:00,2024-04-26T12:58:00,2,-0.01,0,0.0,-0.01,no_additional_reward
2300,2024-04-24T10:14:00,2024-04-25T10:14:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2332,2024-04-26T14:20:00,2024-04-27T14:20:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2377,2024-04-28T13:55:00,2024-05-05T13:55:00,7,-0.01,0,0.0,-0.01,no_additional_reward
2385,2024-04-29T18:04:00,2024-05-02T18:04:00,3,-0.01,0,0.0,-0.01,no_additional_reward
2389,2024-04-29T08:44:00,2024-05-05T08:44:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2390,2024-04-29T21:31:00,2024-05-03T21:31:00,4,-0.01,0,0.0,-0.01,no_additional_reward
2393,2024-04-29T20:26:00,2024-05-04T20:26:00,5,-0.01,0,0.0,-0.01,no_additional_reward
2403,2024-04-30T08:19:00,2024-05-06T08:19:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2420,2024-04-30T11:07:00,2024-05-02T11:07:00,2,-0.01,1,1.0,0.99,delayed_conversion
2426,2024-05-01T17:41:00,2024-05-04T17:41:00,3,-0.01,0,0.0,-0.01,no_additional_reward
2431,2024-05-01T15:07:00,2024-05-08T15:07:00,7,-0.01,0,0.0,-0.01,no_additional_reward
2488,2024-05-04T14:28:00,2024-05-07T14:28:00,3,1.0,0,0.0,1.0,no_additional_reward
2506,2024-05-05T14:27:00,2024-05-08T14:27:00,3,-0.01,1,1.0,0.99,delayed_conversion
2522,2024-05-06T16:59:00,2024-05-11T16:59:00,5,-0.01,0,0.0,-0.01,no_additional_reward
2526,2024-05-06T13:23:00,2024-05-08T13:23:00,2,-0.01,0,0.0,-0.01,no_additional_reward
2532,2024-05-06T19:25:00,2024-05-07T19:25:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2564,2024-05-08T15:53:00,2024-05-14T15:53:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2594,2024-05-09T17:39:00,2024-05-11T17:39:00,2,-0.01,0,0.0,-0.01,no_additional_reward
2613,2024-05-10T14:18:00,2024-05-12T14:18:00,2,-0.01,0,0.0,-0.01,no_additional_reward
2655,2024-05-12T12:18:00,2024-05-17T12:18:00,5,-0.01,0,0.0,-0.01,no_additional_reward
2677,2024-05-13T13:55:00,2024-05-15T13:55:00,2,1.0,0,0.0,1.0,no_additional_reward
2697,2024-05-14T13:26:00,2024-05-21T13:26:00,7,1.0,0,0.0,1.0,no_additional_reward
2719,2024-05-15T09:29:00,2024-05-19T09:29:00,4,-0.01,0,0.0,-0.01,no_additional_reward
2738,2024-05-16T17:23:00,2024-05-17T17:23:00,1,1.0,0,0.0,1.0,no_additional_reward
2833,2024-05-21T11:36:00,2024-05-28T11:36:00,7,-0.01,0,0.0,-0.01,no_additional_reward
2902,2024-05-25T11:41:00,2024-05-31T11:41:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2907,2024-05-25T08:09:00,2024-05-29T08:09:00,4,-0.01,0,0.0,-0.01,no_additional_reward
2950,2024-05-27T11:48:00,2024-06-03T11:48:00,7,1.0,0,0.0,1.0,no_additional_reward
2956,2024-05-27T15:17:00,2024-06-02T15:17:00,6,1.0,0,0.0,1.0,no_additional_reward
3045,2024-06-01T19:52:00,2024-06-02T19:52:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3051,2024-06-01T12:07:00,2024-06-07T12:07:00,6,-0.01,0,0.0,-0.01,no_additional_reward
3081,2024-06-03T11:18:00,2024-06-05T11:18:00,2,-0.01,0,0.0,-0.01,no_additional_reward
3090,2024-06-03T09:41:00,2024-06-07T09:41:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3129,2024-06-05T17:14:00,2024-06-12T17:14:00,7,-0.01,0,0.0,-0.01,no_additional_reward
3198,2024-06-08T18:04:00,2024-06-09T18:04:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3204,2024-06-09T09:52:00,2024-06-13T09:52:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3224,2024-06-10T17:49:00,2024-06-15T17:49:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3292,2024-06-13T17:10:00,2024-06-16T17:10:00,3,-0.01,1,1.0,0.99,delayed_conversion
3295,2024-06-13T18:38:00,2024-06-14T18:38:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3299,2024-06-13T11:49:00,2024-06-18T11:49:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3327,2024-06-15T18:36:00,2024-06-16T18:36:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3332,2024-06-15T08:04:00,2024-06-21T08:04:00,6,-0.01,0,0.0,-0.01,no_additional_reward
3349,2024-06-16T12:07:00,2024-06-17T12:07:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3439,2024-06-20T09:23:00,2024-06-26T09:23:00,6,1.0,0,0.0,1.0,no_additional_reward
3447,2024-06-21T13:54:00,2024-06-24T13:54:00,3,-0.01,0,0.0,-0.01,no_additional_reward
3475,2024-06-22T16:50:00,2024-06-29T16:50:00,7,-0.01,0,0.0,-0.01,no_additional_reward
3494,2024-06-23T09:48:00,2024-06-30T09:48:00,7,-0.01,0,0.0,-0.01,no_additional_reward
3545,2024-06-26T10:11:00,2024-07-01T10:11:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3571,2024-06-27T17:17:00,2024-06-28T17:17:00,1,1.0,0,0.0,1.0,no_additional_reward
3682,2024-07-03T19:26:00,2024-07-09T19:26:00,6,1.0,0,0.0,1.0,no_additional_reward
3697,2024-07-03T11:26:00,2024-07-09T11:26:00,6,-0.01,0,0.0,-0.01,no_additional_reward
3706,2024-07-04T13:37:00,2024-07-06T13:37:00,2,-0.01,0,0.0,-0.01,no_additional_reward
3709,2024-07-04T16:38:00,2024-07-05T16:38:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3712,2024-07-04T18:51:00,2024-07-08T18:51:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3751,2024-07-06T18:38:00,2024-07-11T18:38:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3759,2024-07-06T14:57:00,2024-07-10T14:57:00,4,-0.01,1,1.0,0.99,delayed_conversion
3762,2024-07-07T19:56:00,2024-07-12T19:56:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3818,2024-07-09T11:10:00,2024-07-13T11:10:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3820,2024-07-09T19:42:00,2024-07-14T19:42:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3861,2024-07-12T18:50:00,2024-07-16T18:50:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3909,2024-07-14T16:59:00,2024-07-17T16:59:00,3,-0.01,0,0.0,-0.01,no_additional_reward
3925,2024-07-15T12:00:00,2024-07-16T12:00:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3972,2024-07-17T17:40:00,2024-07-18T17:40:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3995,2024-07-18T10:02:00,2024-07-24T10:02:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4027,2024-07-20T21:42:00,2024-07-23T21:42:00,3,-0.01,0,0.0,-0.01,no_additional_reward
4043,2024-07-21T12:54:00,2024-07-22T12:54:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4061,2024-07-22T18:43:00,2024-07-28T18:43:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4078,2024-07-22T13:29:00,2024-07-26T13:29:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4096,2024-07-23T20:23:00,2024-07-25T20:23:00,2,1.0,0,0.0,1.0,no_additional_reward
4112,2024-07-24T16:38:00,2024-07-29T16:38:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4165,2024-07-27T17:38:00,2024-07-31T17:38:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4176,2024-07-27T18:59:00,2024-07-28T18:59:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4179,2024-07-27T11:48:00,2024-07-31T11:48:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4190,2024-07-28T11:49:00,2024-08-03T11:49:00,6,1.0,0,0.0,1.0,no_additional_reward
4192,2024-07-28T14:14:00,2024-07-29T14:14:00,1,1.0,0,0.0,1.0,no_additional_reward
4282,2024-08-02T19:22:00,2024-08-09T19:22:00,7,1.0,0,0.0,1.0,no_additional_reward
4283,2024-08-02T18:35:00,2024-08-03T18:35:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4295,2024-08-02T12:03:00,2024-08-08T12:03:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4306,2024-08-03T10:28:00,2024-08-05T10:28:00,2,-0.01,0,0.0,-0.01,no_additional_reward
4320,2024-08-03T13:18:00,2024-08-08T13:18:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4322,2024-08-04T20:37:00,2024-08-05T20:37:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4350,2024-08-05T17:32:00,2024-08-09T17:32:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4355,2024-08-05T17:08:00,2024-08-12T17:08:00,7,-0.01,1,1.0,0.99,delayed_conversion
4395,2024-08-07T09:00:00,2024-08-11T09:00:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4436,2024-08-09T12:16:00,2024-08-13T12:16:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4453,2024-08-10T10:02:00,2024-08-11T10:02:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4458,2024-08-10T21:39:00,2024-08-12T21:39:00,2,-0.01,0,0.0,-0.01,no_additional_reward
4486,2024-08-12T16:17:00,2024-08-19T16:17:00,7,-0.01,0,0.0,-0.01,no_additional_reward
4488,2024-08-12T16:06:00,2024-08-14T16:06:00,2,-0.01,1,1.0,0.99,delayed_conversion
4502,2024-08-13T14:18:00,2024-08-18T14:18:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4547,2024-08-15T17:55:00,2024-08-20T17:55:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4638,2024-08-19T12:19:00,2024-08-24T12:19:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4672,2024-08-21T13:09:00,2024-08-23T13:09:00,2,-0.01,0,0.0,-0.01,no_additional_reward
4712,2024-08-23T08:40:00,2024-08-27T08:40:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4733,2024-08-24T08:17:00,2024-08-27T08:17:00,3,1.0,0,0.0,1.0,no_additional_reward
4736,2024-08-24T08:24:00,2024-08-27T08:24:00,3,-0.01,0,0.0,-0.01,no_additional_reward
4758,2024-08-25T11:35:00,2024-08-26T11:35:00,1,1.0,0,0.0,1.0,no_additional_reward
4786,2024-08-27T20:38:00,2024-09-03T20:38:00,7,-0.01,1,1.0,0.99,delayed_conversion
4811,2024-08-28T20:26:00,2024-09-04T20:26:00,7,1.0,0,0.0,1.0,no_additional_reward
4851,2024-08-30T18:35:00,2024-09-04T18:35:00,5,1.0,0,0.0,1.0,no_additional_reward
4870,2024-08-31T19:13:00,2024-09-03T19:13:00,3,-0.01,0,0.0,-0.01,no_additional_reward
4878,2024-08-31T09:06:00,2024-09-01T09:06:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4902,2024-09-02T12:06:00,2024-09-04T12:06:00,2,1.0,0,0.0,1.0,no_additional_reward
4906,2024-09-02T21:26:00,2024-09-03T21:26:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4918,2024-09-02T16:20:00,2024-09-04T16:20:00,2,-0.01,1,1.0,0.99,delayed_conversion
4919,2024-09-02T12:12:00,2024-09-03T12:12:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4925,2024-09-03T16:41:00,2024-09-09T16:41:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4943,2024-09-04T11:04:00,2024-09-11T11:04:00,7,1.0,0,0.0,1.0,no_additional_reward
4962,2024-09-05T17:52:00,2024-09-06T17:52:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4963,2024-09-05T17:07:00,2024-09-11T17:07:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4982,2024-09-06T20:45:00,2024-09-09T20:45:00,3,-0.01,0,0.0,-0.01,no_additional_reward
4983,2024-09-06T10:09:00,2024-09-12T10:09:00,6,-0.01,0,0.0,-0.01,no_additional_reward
