event_id,original_timestamp,reward_timestamp,delay_days,immediate_reward,delayed_converted,delayed_reward,total_reward,reward_type
543,2024-01-28T13:33:00,2024-02-02T13:33:00,5,-0.01,0,0.0,-0.01,no_additional_reward
554,2024-01-28T16:38:00,2024-01-30T16:38:00,2,-0.01,0,0.0,-0.01,no_additional_reward
571,2024-01-29T12:21:00,2024-02-04T12:21:00,6,-0.01,0,0.0,-0.01,no_additional_reward
619,2024-01-31T12:04:00,2024-02-01T12:04:00,1,-0.01,0,0.0,-0.01,no_additional_reward
627,2024-02-01T11:13:00,2024-02-04T11:13:00,3,1.0,0,0.0,1.0,no_additional_reward
672,2024-02-03T13:16:00,2024-02-08T13:16:00,5,-0.01,0,0.0,-0.01,no_additional_reward
676,2024-02-03T11:58:00,2024-02-07T11:58:00,4,-0.01,1,1.0,0.99,delayed_conversion
715,2024-02-05T19:21:00,2024-02-12T19:21:00,7,-0.01,0,0.0,-0.01,no_additional_reward
726,2024-02-06T13:21:00,2024-02-13T13:21:00,7,-0.01,0,0.0,-0.01,no_additional_reward
731,2024-02-06T20:51:00,2024-02-07T20:51:00,1,1.0,0,0.0,1.0,no_additional_reward
765,2024-02-08T21:20:00,2024-02-11T21:20:00,3,-0.01,0,0.0,-0.01,no_additional_reward
882,2024-02-14T16:25:00,2024-02-15T16:25:00,1,-0.01,0,0.0,-0.01,no_additional_reward
899,2024-02-14T12:17:00,2024-02-20T12:17:00,6,-0.01,0,0.0,-0.01,no_additional_reward
935,2024-02-16T19:37:00,2024-02-19T19:37:00,3,-0.01,0,0.0,-0.01,no_additional_reward
962,2024-02-18T21:00:00,2024-02-21T21:00:00,3,-0.01,0,0.0,-0.01,no_additional_reward
970,2024-02-18T19:12:00,2024-02-19T19:12:00,1,-0.01,0,0.0,-0.01,no_additional_reward
1030,2024-02-21T11:10:00,2024-02-27T11:10:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1033,2024-02-21T17:04:00,2024-02-23T17:04:00,2,-0.01,0,0.0,-0.01,no_additional_reward
1044,2024-02-22T19:33:00,2024-02-25T19:33:00,3,-0.01,1,1.0,0.99,delayed_conversion
1073,2024-02-23T10:53:00,2024-02-29T10:53:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1099,2024-02-24T14:03:00,2024-02-27T14:03:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1107,2024-02-25T10:47:00,2024-02-28T10:47:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1108,2024-02-25T08:54:00,2024-02-29T08:54:00,4,-0.01,0,0.0,-0.01,no_additional_reward
1128,2024-02-26T16:53:00,2024-03-01T16:53:00,4,1.0,0,0.0,1.0,no_additional_reward
1203,2024-03-01T08:44:00,2024-03-02T08:44:00,1,-0.01,0,0.0,-0.01,no_additional_reward
1295,2024-03-05T09:23:00,2024-03-08T09:23:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1296,2024-03-05T08:07:00,2024-03-09T08:07:00,4,-0.01,0,0.0,-0.01,no_additional_reward
1309,2024-03-06T14:20:00,2024-03-12T14:20:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1336,2024-03-07T10:53:00,2024-03-14T10:53:00,7,-0.01,0,0.0,-0.01,no_additional_reward
1411,2024-03-11T16:50:00,2024-03-14T16:50:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1446,2024-03-13T19:33:00,2024-03-14T19:33:00,1,-0.01,0,0.0,-0.01,no_additional_reward
1466,2024-03-14T13:37:00,2024-03-19T13:37:00,5,-0.01,0,0.0,-0.01,no_additional_reward
1487,2024-03-15T21:08:00,2024-03-22T21:08:00,7,-0.01,1,1.0,0.99,delayed_conversion
1523,2024-03-17T11:56:00,2024-03-20T11:56:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1528,2024-03-17T15:32:00,2024-03-24T15:32:00,7,-0.01,1,1.0,0.99,delayed_conversion
1570,2024-03-19T09:18:00,2024-03-24T09:18:00,5,-0.01,0,0.0,-0.01,no_additional_reward
1583,2024-03-20T11:23:00,2024-03-26T11:23:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1635,2024-03-22T11:46:00,2024-03-28T11:46:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1643,2024-03-23T12:53:00,2024-03-29T12:53:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1645,2024-03-23T17:09:00,2024-03-24T17:09:00,1,1.0,0,0.0,1.0,no_additional_reward
1654,2024-03-23T15:01:00,2024-03-29T15:01:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1657,2024-03-23T20:08:00,2024-03-26T20:08:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1658,2024-03-23T11:52:00,2024-03-25T11:52:00,2,-0.01,0,0.0,-0.01,no_additional_reward
1682,2024-03-25T15:06:00,2024-03-26T15:06:00,1,-0.01,0,0.0,-0.01,no_additional_reward
1730,2024-03-27T08:31:00,2024-03-28T08:31:00,1,-0.01,0,0.0,-0.01,no_additional_reward
1749,2024-03-28T16:27:00,2024-04-04T16:27:00,7,1.0,0,0.0,1.0,no_additional_reward
1755,2024-03-28T11:46:00,2024-03-31T11:46:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1758,2024-03-28T21:57:00,2024-04-03T21:57:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1759,2024-03-28T21:47:00,2024-04-01T21:47:00,4,-0.01,0,0.0,-0.01,no_additional_reward
1760,2024-03-28T10:35:00,2024-04-02T10:35:00,5,-0.01,0,0.0,-0.01,no_additional_reward
1782,2024-03-30T20:42:00,2024-04-05T20:42:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1792,2024-03-30T14:45:00,2024-04-01T14:45:00,2,-0.01,1,1.0,0.99,delayed_conversion
1796,2024-03-30T20:08:00,2024-04-02T20:08:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1799,2024-03-30T12:41:00,2024-04-06T12:41:00,7,-0.01,0,0.0,-0.01,no_additional_reward
1873,2024-04-03T17:16:00,2024-04-06T17:16:00,3,-0.01,0,0.0,-0.01,no_additional_reward
1880,2024-04-03T15:58:00,2024-04-06T15:58:00,3,-0.01,1,1.0,0.99,delayed_conversion
1907,2024-04-05T16:55:00,2024-04-10T16:55:00,5,-0.01,0,0.0,-0.01,no_additional_reward
1926,2024-04-06T18:29:00,2024-04-08T18:29:00,2,-0.01,0,0.0,-0.01,no_additional_reward
1933,2024-04-06T10:02:00,2024-04-07T10:02:00,1,-0.01,0,0.0,-0.01,no_additional_reward
1960,2024-04-07T20:45:00,2024-04-13T20:45:00,6,-0.01,0,0.0,-0.01,no_additional_reward
1983,2024-04-09T21:19:00,2024-04-11T21:19:00,2,-0.01,0,0.0,-0.01,no_additional_reward
2004,2024-04-10T11:36:00,2024-04-12T11:36:00,2,-0.01,0,0.0,-0.01,no_additional_reward
2023,2024-04-11T14:38:00,2024-04-16T14:38:00,5,-0.01,0,0.0,-0.01,no_additional_reward
2042,2024-04-12T21:51:00,2024-04-14T21:51:00,2,-0.01,0,0.0,-0.01,no_additional_reward
2060,2024-04-12T21:17:00,2024-04-19T21:17:00,7,-0.01,0,0.0,-0.01,no_additional_reward
2074,2024-04-13T21:50:00,2024-04-17T21:50:00,4,-0.01,0,0.0,-0.01,no_additional_reward
2093,2024-04-14T17:12:00,2024-04-15T17:12:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2198,2024-04-19T09:42:00,2024-04-26T09:42:00,7,-0.01,0,0.0,-0.01,no_additional_reward
2284,2024-04-24T16:20:00,2024-04-30T16:20:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2288,2024-04-24T09:01:00,2024-04-28T09:01:00,4,-0.01,0,0.0,-0.01,no_additional_reward
2323,2024-04-26T15:53:00,2024-05-03T15:53:00,7,-0.01,0,0.0,-0.01,no_additional_reward
2332,2024-04-26T11:21:00,2024-05-02T11:21:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2396,2024-04-29T11:10:00,2024-04-30T11:10:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2409,2024-04-30T20:44:00,2024-05-06T20:44:00,6,1.0,0,0.0,1.0,no_additional_reward
2454,2024-05-02T17:10:00,2024-05-04T17:10:00,2,-0.01,0,0.0,-0.01,no_additional_reward
2457,2024-05-02T12:54:00,2024-05-06T12:54:00,4,-0.01,0,0.0,-0.01,no_additional_reward
2477,2024-05-03T14:14:00,2024-05-10T14:14:00,7,1.0,0,0.0,1.0,no_additional_reward
2531,2024-05-06T13:26:00,2024-05-07T13:26:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2542,2024-05-07T18:13:00,2024-05-11T18:13:00,4,1.0,0,0.0,1.0,no_additional_reward
2561,2024-05-08T18:38:00,2024-05-13T18:38:00,5,-0.01,0,0.0,-0.01,no_additional_reward
2607,2024-05-10T14:16:00,2024-05-13T14:16:00,3,-0.01,1,1.0,0.99,delayed_conversion
2609,2024-05-10T21:33:00,2024-05-11T21:33:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2613,2024-05-10T11:47:00,2024-05-15T11:47:00,5,-0.01,0,0.0,-0.01,no_additional_reward
2636,2024-05-11T15:14:00,2024-05-12T15:14:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2644,2024-05-12T09:17:00,2024-05-18T09:17:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2661,2024-05-13T16:04:00,2024-05-14T16:04:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2731,2024-05-16T12:01:00,2024-05-22T12:01:00,6,1.0,0,0.0,1.0,no_additional_reward
2743,2024-05-17T21:35:00,2024-05-20T21:35:00,3,-0.01,0,0.0,-0.01,no_additional_reward
2757,2024-05-17T08:16:00,2024-05-24T08:16:00,7,-0.01,0,0.0,-0.01,no_additional_reward
2765,2024-05-18T11:36:00,2024-05-25T11:36:00,7,-0.01,0,0.0,-0.01,no_additional_reward
2807,2024-05-20T10:33:00,2024-05-25T10:33:00,5,-0.01,0,0.0,-0.01,no_additional_reward
2833,2024-05-21T17:20:00,2024-05-22T17:20:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2955,2024-05-27T10:42:00,2024-06-02T10:42:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2961,2024-05-28T08:21:00,2024-06-03T08:21:00,6,-0.01,0,0.0,-0.01,no_additional_reward
2970,2024-05-28T12:14:00,2024-05-30T12:14:00,2,-0.01,0,0.0,-0.01,no_additional_reward
2979,2024-05-28T12:54:00,2024-05-29T12:54:00,1,-0.01,0,0.0,-0.01,no_additional_reward
2982,2024-05-29T19:50:00,2024-06-02T19:50:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3031,2024-05-31T16:18:00,2024-06-05T16:18:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3036,2024-05-31T20:34:00,2024-06-04T20:34:00,4,-0.01,1,1.0,0.99,delayed_conversion
3041,2024-06-01T18:58:00,2024-06-06T18:58:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3086,2024-06-03T15:12:00,2024-06-07T15:12:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3091,2024-06-03T11:01:00,2024-06-08T11:01:00,5,1.0,0,0.0,1.0,no_additional_reward
3122,2024-06-05T14:27:00,2024-06-09T14:27:00,4,1.0,0,0.0,1.0,no_additional_reward
3152,2024-06-06T21:25:00,2024-06-09T21:25:00,3,-0.01,0,0.0,-0.01,no_additional_reward
3160,2024-06-06T17:57:00,2024-06-07T17:57:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3208,2024-06-09T16:33:00,2024-06-10T16:33:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3217,2024-06-09T11:31:00,2024-06-15T11:31:00,6,-0.01,0,0.0,-0.01,no_additional_reward
3245,2024-06-11T12:16:00,2024-06-14T12:16:00,3,1.0,0,0.0,1.0,no_additional_reward
3271,2024-06-12T17:56:00,2024-06-13T17:56:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3300,2024-06-13T10:22:00,2024-06-19T10:22:00,6,1.0,0,0.0,1.0,no_additional_reward
3319,2024-06-14T08:05:00,2024-06-18T08:05:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3330,2024-06-15T20:33:00,2024-06-17T20:33:00,2,-0.01,0,0.0,-0.01,no_additional_reward
3357,2024-06-16T08:52:00,2024-06-21T08:52:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3378,2024-06-17T16:56:00,2024-06-21T16:56:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3390,2024-06-18T11:11:00,2024-06-19T11:11:00,1,-0.01,0,0.0,-0.01,no_additional_reward
3394,2024-06-18T19:08:00,2024-06-22T19:08:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3398,2024-06-18T13:15:00,2024-06-24T13:15:00,6,-0.01,1,1.0,0.99,delayed_conversion
3404,2024-06-19T21:14:00,2024-06-25T21:14:00,6,-0.01,0,0.0,-0.01,no_additional_reward
3513,2024-06-24T08:48:00,2024-07-01T08:48:00,7,-0.01,1,1.0,0.99,delayed_conversion
3527,2024-06-25T09:40:00,2024-06-27T09:40:00,2,-0.01,0,0.0,-0.01,no_additional_reward
3534,2024-06-25T17:18:00,2024-06-30T17:18:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3538,2024-06-25T15:43:00,2024-06-26T15:43:00,1,1.0,0,0.0,1.0,no_additional_reward
3550,2024-06-26T12:53:00,2024-06-30T12:53:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3556,2024-06-26T13:36:00,2024-07-03T13:36:00,7,-0.01,1,1.0,0.99,delayed_conversion
3591,2024-06-28T14:07:00,2024-07-02T14:07:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3621,2024-06-30T09:15:00,2024-07-04T09:15:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3630,2024-06-30T14:36:00,2024-07-01T14:36:00,1,1.0,0,0.0,1.0,no_additional_reward
3643,2024-07-01T21:58:00,2024-07-03T21:58:00,2,-0.01,0,0.0,-0.01,no_additional_reward
3677,2024-07-02T12:16:00,2024-07-09T12:16:00,7,-0.01,0,0.0,-0.01,no_additional_reward
3698,2024-07-03T11:00:00,2024-07-05T11:00:00,2,-0.01,1,1.0,0.99,delayed_conversion
3706,2024-07-04T20:53:00,2024-07-09T20:53:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3756,2024-07-06T09:51:00,2024-07-11T09:51:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3856,2024-07-11T18:09:00,2024-07-16T18:09:00,5,-0.01,0,0.0,-0.01,no_additional_reward
3907,2024-07-14T10:08:00,2024-07-16T10:08:00,2,-0.01,0,0.0,-0.01,no_additional_reward
3948,2024-07-16T16:45:00,2024-07-20T16:45:00,4,-0.01,0,0.0,-0.01,no_additional_reward
3966,2024-07-17T16:12:00,2024-07-20T16:12:00,3,-0.01,1,1.0,0.99,delayed_conversion
3979,2024-07-17T21:43:00,2024-07-22T21:43:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4012,2024-07-19T18:59:00,2024-07-20T18:59:00,1,1.0,0,0.0,1.0,no_additional_reward
4021,2024-07-20T10:49:00,2024-07-27T10:49:00,7,-0.01,1,1.0,0.99,delayed_conversion
4046,2024-07-21T21:18:00,2024-07-28T21:18:00,7,-0.01,0,0.0,-0.01,no_additional_reward
4052,2024-07-21T20:12:00,2024-07-26T20:12:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4089,2024-07-23T11:48:00,2024-07-26T11:48:00,3,-0.01,0,0.0,-0.01,no_additional_reward
4099,2024-07-23T13:29:00,2024-07-24T13:29:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4120,2024-07-24T20:00:00,2024-07-26T20:00:00,2,-0.01,0,0.0,-0.01,no_additional_reward
4122,2024-07-25T20:58:00,2024-07-26T20:58:00,1,1.0,0,0.0,1.0,no_additional_reward
4140,2024-07-25T15:53:00,2024-07-27T15:53:00,2,1.0,0,0.0,1.0,no_additional_reward
4141,2024-07-26T15:23:00,2024-07-30T15:23:00,4,1.0,0,0.0,1.0,no_additional_reward
4154,2024-07-26T16:37:00,2024-08-01T16:37:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4167,2024-07-27T21:41:00,2024-08-03T21:41:00,7,-0.01,0,0.0,-0.01,no_additional_reward
4173,2024-07-27T09:10:00,2024-07-28T09:10:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4181,2024-07-28T17:05:00,2024-08-03T17:05:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4200,2024-07-28T09:00:00,2024-07-31T09:00:00,3,-0.01,0,0.0,-0.01,no_additional_reward
4201,2024-07-29T18:43:00,2024-08-04T18:43:00,6,1.0,0,0.0,1.0,no_additional_reward
4211,2024-07-29T16:28:00,2024-08-05T16:28:00,7,-0.01,0,0.0,-0.01,no_additional_reward
4253,2024-07-31T08:31:00,2024-08-05T08:31:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4339,2024-08-04T17:09:00,2024-08-11T17:09:00,7,-0.01,0,0.0,-0.01,no_additional_reward
4348,2024-08-05T16:30:00,2024-08-09T16:30:00,4,1.0,0,0.0,1.0,no_additional_reward
4358,2024-08-05T16:52:00,2024-08-12T16:52:00,7,1.0,0,0.0,1.0,no_additional_reward
4422,2024-08-09T19:56:00,2024-08-14T19:56:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4497,2024-08-12T09:35:00,2024-08-13T09:35:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4520,2024-08-13T12:28:00,2024-08-20T12:28:00,7,-0.01,0,0.0,-0.01,no_additional_reward
4532,2024-08-14T08:25:00,2024-08-17T08:25:00,3,-0.01,0,0.0,-0.01,no_additional_reward
4540,2024-08-14T11:09:00,2024-08-17T11:09:00,3,-0.01,0,0.0,-0.01,no_additional_reward
4574,2024-08-16T10:32:00,2024-08-17T10:32:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4585,2024-08-17T18:25:00,2024-08-19T18:25:00,2,-0.01,0,0.0,-0.01,no_additional_reward
4596,2024-08-17T09:38:00,2024-08-20T09:38:00,3,-0.01,1,1.0,0.99,delayed_conversion
4605,2024-08-18T09:37:00,2024-08-24T09:37:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4616,2024-08-18T18:45:00,2024-08-19T18:45:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4646,2024-08-20T08:24:00,2024-08-22T08:24:00,2,-0.01,0,0.0,-0.01,no_additional_reward
4677,2024-08-21T14:28:00,2024-08-26T14:28:00,5,1.0,0,0.0,1.0,no_additional_reward
4691,2024-08-22T15:53:00,2024-08-27T15:53:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4698,2024-08-22T10:02:00,2024-08-26T10:02:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4704,2024-08-23T18:51:00,2024-08-29T18:51:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4707,2024-08-23T15:43:00,2024-08-24T15:43:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4723,2024-08-24T17:16:00,2024-08-25T17:16:00,1,-0.01,0,0.0,-0.01,no_additional_reward
4777,2024-08-26T21:32:00,2024-08-28T21:32:00,2,1.0,0,0.0,1.0,no_additional_reward
4779,2024-08-26T09:06:00,2024-09-02T09:06:00,7,1.0,0,0.0,1.0,no_additional_reward
4788,2024-08-27T12:29:00,2024-08-30T12:29:00,3,-0.01,0,0.0,-0.01,no_additional_reward
4877,2024-08-31T09:57:00,2024-09-04T09:57:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4882,2024-09-01T10:50:00,2024-09-07T10:50:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4893,2024-09-01T17:11:00,2024-09-07T17:11:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4899,2024-09-01T09:34:00,2024-09-05T09:34:00,4,-0.01,0,0.0,-0.01,no_additional_reward
4934,2024-09-03T10:07:00,2024-09-09T10:07:00,6,-0.01,0,0.0,-0.01,no_additional_reward
4946,2024-09-04T11:07:00,2024-09-09T11:07:00,5,-0.01,0,0.0,-0.01,no_additional_reward
4965,2024-09-05T19:54:00,2024-09-07T19:54:00,2,-0.01,0,0.0,-0.01,no_additional_reward
